Customer Name,Street Address,Unit,City,State,ZIP,Latitude,Longitude
The Cape Club of Sharon,100 Cape Club Dr.,,Sharon,MA,02067,42.1516356,-71.1875848
The Catered Affair,70 Ledgewood Place,,Rockland,MA,02370,42.1607994,-70.9076693
The Chanticleer Restaurant & Gardens,9 New Street,,Siasconset,MA,02564,41.2631392,-69.9651068
The Clam Man,15 Boxwood Circle,,Falmouth,MA,02541,41.5530058,-70.610468
Baleia,264 E. Berkeley St.,,Boston,MA,02118,42.3432598,-71.0628033
Gufo,660 Cambridge St,,Cambridge,MA,02141,42.3718441,-71.087607
Salty Pig,130 Dartmouth St,,Boston,MA,02116,42.3466407,-71.075888
SRV,569 Columbus Ave,,Boston,MA,02118,42.3409752,-71.0816605
The Colonnade Hotel,120 Huntington Avenue,,Boston,MA,02116,42.3456451,-71.0809275
The Deck,179 Bridge Rd.,,Salisbury,MA,01950,42.8167845,-70.8708208
The Ford,61 Locust Street,,Medford,MA,02155,42.4083015,-71.0939931
The Ghost on the Shore,79 Bridge Street,,Salem,MA,01970,42.5302718,-70.8891914
The Inn at Hastings Park,2027 Massachusetts Ave,,Lexington,MA,02476,42.4270488,-71.1988891
The Newbury Hotel,1 Newbury St,,Boston,MA,02116,42.3529327,-71.0714884
STK Boston,222 Berkeley St.,,Boston,MA,02116,42.3507002,-71.0734028
The Pearl,12 Federal Street,,Nantucket,MA,02554,41.2841923,-70.0992356
"""Professionals Only"" The Rar Bar @ Island Creek",403 Washington St,,Duxbury,MA,03223,42.0464909,-70.6719947
The Ritz-Carlton Boston Behind Parking Garage,43 Boylston St,Between Tremont & Washington ,Boston,MA,02130,42.3177771,-71.1082497
The Stones Common House,380 Main St.,,Stoneham,MA,02180,42.479659,-71.1000612
The Tack Room,145 Lincoln Rd,,Lincoln,MA,01773,42.4149739,-71.3247927
The Townshend,1250 Hancock Street,,Quincy,MA,02169,42.2518811,-71.0033241
The Wellington,75 Leonard St.,,Belmont,MA,02478,42.3966411,-71.175664
Thistle & Leek,105 Union St,,Newton Centre,MA,02459,42.3297923,-71.193607
Tip Tap Room,138 Cambridge St,,Boston,MA,02114,42.3610246,-71.0639676
Uni,370 Commonwealth Ave,Elliot Hotel ,Boston,MA,02115,42.3485681,-71.088663
Vee & Vee,763 Centre Street,,Jamaica Plain,MA,02130,42.310245,-71.115202
Ventuno Restaurant,21 Federal St.,,Nantucket,MA,02554,41.2845595,-70.0989965
"Vikenco North America, Inc.",88 Black Falcon Ave, Suite 238,Boston,MA,02210,42.3438479,-71.0241801
Jonah Egenolf,15 Arbor Lane,,Winchester,MA,01890,42.4644221,-71.1431625
Vladimir Egiyan,120 Kingston St,Apt 1111 ,Boston,MA,02111,42.3522131,-71.0590854
Waterstone of Lexington,55 Watertown Street,,Lexington,MA,20421,42.4154472,-71.206211
West Chop Club Attn: Chef Cummings,162 Iroquois Ave,,Vineyard Haven,MA,02586,41.480452,-70.603718
Westin Boston Seaport Banquets,425 Summer St,,Boston,MA,02210,42.3462734,-71.0431626
Westin Copley Place-Marriott Int'l,10 Huntington Avenue,,Boston,MA,02116,42.3484788,-71.0772279
Cosmica,40 Berkeley St.,,Boston,MA,02116,42.3458854,-71.070854
The Beehive,541 Tremont St,,Boston,MA,02118,42.3443729,-71.0713814
"Wilson Farm, Inc.",10 Pleasant Street,,Lexington,MA,02421,42.4270836,-71.2061592
Wine Press,1024 Beacon St,,Brookline,MA,02446,42.3461332,-71.1082998
Winslow's Tavern,316 Main Street,,Wellfleet,MA,02667,41.9386336,-70.0316273
Winsor House Inn,390 Washington St,,Duxbury,MA,03223,42.0358757,-70.6728167
Wood Mountain Fish Ethan Wood,11 Bluff Head Road,,Sharon,MA,02067,42.1113462,-71.2177132
Wooden Bar,4 Knowlton Avenue,,Worcester,MA,01545,42.2932188,-71.7150021
Woodland Golf Club,1897 Washington St.,,Auburndale,MA,02466,42.3358886,-71.2452976
Woods Hill Pier 4,300 Pier 4 Boulevard,,Boston,MA,02210,42.347547,-71.040645
Woods Hill Table,24 Commonwealth Ave,,West Concord,MA,01742,42.4566821,-71.3931631
Abraham,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Alex Maldonado,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Alexis Hernandez Martinez,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Alexis Pimentel,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Alisha Lumea,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Andres Bermudez San Miguel,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Arley (Ever Agudelo),8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Armando Palacio,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Audrey Maclellan,31 Riverside Dr.,,Norwell,MA,02061,42.1331446,-70.787254
Bala Paiva - Employee,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Bekah Angoff,349 Fulton St,Unit 8,Medford,MA,02155,42.4323465,-71.0974467
Bill Weiss,113 Old Mill Rd.,,Harvard,MA,01434,42.5303087,-71.594189
Brandon Christie,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Cesar Gramajo,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Corey Howard,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Desiree Antczak,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Ethan Jiron,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Isaac Lowenthal,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Jason Rossman,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Jesus Medina,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Karim Machi,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Kevin Doubleday,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Leon,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Marcus Thompson,7 Elwyn Rd,Apt 3. ,Boston,MA,02124,42.2955409,-71.0740384
Max Harvey - Employee,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Mynor Geovanni,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Rich Maldanado,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Rich Maldonado JUNIOR,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Richie Taylor,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Robert Mostertz,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Ryan Bibeault,12 Branch Ave,,Plainville,MA,02762,42.0230286,-71.2904109
Sara Zuniga,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
SJ Gilbert,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Spencer Peterson,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Stephen Barresi,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
STEVE STACK KOVACH,8 Seafood Way,Unit 5,Boston,MA,02210,42.3490175,-71.0311327
Tom Butova,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Wesley Malzone,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Yeison David Mira Medina,8 Seafood Way,,Boston,MA,02210,42.3490175,-71.0311327
Wusong Road,112 Mt Auburn St.,,Cambridge,MA,02138,42.3752463,-71.1416801
Wychmere Beach Club,2 Snow Inn Rd.,,Harwich Port,MA,02646,41.6659533,-70.0674652
Zurito,26 Charles Street,,Boston,MA,02136,42.2505878,-71.1322841
NO RELATION (co Shore Leave),11 William E Mullins Way,,Boston,MA,02118,42.345422,-71.064269
Beacon Hill Hotel,25 Charles Street ,,Boston,MA,02122,42.3004622,-71.0629101
Eventide Fenway LLC,1321 Boylston St,,Boston,MA,02215,42.3444645,-71.0990561
Boston Chops- Downtown Crossing,52 Temple Place,,Boston,MA,02102,42.3552272,-71.0614748
Boston University Seminar in the Culinary Arts,808 Commonwealth Ave,,Boston,MA,02215,42.3501316,-71.111401
Blue Ribbon Sushi,500 Commonwealth Avenue ,,Boston,MA,02215,42.348593,-71.0953263
Pescador,498 Commonwealth Ave   ,,Boston,MA,02135,42.3459654,-71.1411166
Brine,17 State St,,Newburyport,MA,01950,42.809221,-70.8706566
Cambridge Crops,440 Rutherford Ave,,Charlestown,MA,02129,42.3788196,-71.0725984
Catalyst Restaurant,300 Technology Square ,,Cambridge,MA,02139,42.3632602,-71.0916262
Sea State Foods LLC Cataumet Fish,6 Benedict Road ,,Buzzards Bay,MA,02553,41.7329936,-70.6219683
Chang Group,1145 Washington St ,,Boston,MA,02118,42.3439187,-71.0662406
Flour Bakery,1 Design Center Place,Suite 17-130E   ,Boston,MA,02210,42.3442158,-71.0325468
Chatham Bars Inn,297 Shore Road ,,Chatham,MA,02633,41.6849902,-69.9524867
Chew LLC,1255 Boylston St,3rd Floor,Boston,MA,02215,42.3452488,-71.0961277
Chickadee,21 Drydock Ave ,,Boston,MA,02210,42.3443383,-71.0312473
Cindy Shechtman,27 Warwick Rd West ,,Newton,MA,02465,42.3566419,-71.2219844
Cloud and Spirits,795 Main St ,,Cambridge,MA,02238,42.3634439,-71.0972448
Cloud Creamery,119 Herbert St,,Framingham,MA,01702,42.2695133,-71.4149116
Coquette,450 Summer St,,Boston,MA,02110,42.3535996,-71.0579129
Comfort Kitchen,611 Columbia Rd,,Boston,MA,02125,42.3174748,-71.0640523
Contessa,15 Arlington St ,,Boston,MA,02116,42.352827,-71.0715847
Cut,21 Revere Beach Blvd ,,Revere,MA,02151,42.4041631,-70.9911975
Deadhorse hill,75 Carter Road ,,Worcester,MA,01602,42.2943526,-71.8467207
Dear Annie,1741 Massachusetts Ave ,,Cambridge,MA,02140,42.3845743,-71.1191481
Decklyns,31 Harbor Loop,,Gloucester,MA,01930,42.6112994,-70.6596113
Denarius Trading,9 Boston Fish Pier,,Boston,MA,02210,42.3501936,-71.0384447
Mamaleh,15 Hampshire St,,Cambridge,MA,02139,42.3660358,-71.0910656
State Park One Kendall Square Bldg,15 Hampshire St,,Cambridge,MA,02139,42.3660358,-71.0910656
Vincents Market,233 Cardinal Medeiros Ave,,Cambridge,MA,02238,42.3669925,-71.0913857
Dotty's Kitchen,1250 Hancock St,,Quincy,MA,02169,42.2517569,-71.0033967
Dove Tail  ,1 6th St,,Charlestown,MA,02141,42.372253,-71.084758
Eastern Standard,775 Beacon St ,,Boston,MA,02215,42.346284,-71.1059922
A.T.F.O All That Fish  Oyster,775 Beacon St,,Boston,MA,02215,42.346284,-71.1059922
Eataly Boston Piazza,800 Boylston St  ,,Boston,MA,02199,42.3471718,-71.0825069
Fete,25 Kingston St ,,Boston,MA,02111,42.3536873,-71.0591516
Field & Vine,9 Sanborn Court ,,Somerville,MA,02143,42.3799924,-71.0945161
Flik Cafe Attn Chef Michael Emmons,245 Summer Street ,,Boston,MA,02111,42.3512652,-71.0537405
Tewksbury Country Club,1880 Main St ,,Tewksbury,MA,01876,42.591696,-71.2050128
Gustazo Cuban Kitchen & Bar,2067 Massachusetts Ave,,Cambridge,MA,02140,42.3915677,-71.1229941
Vermillion,240 Devonshire St ,,Boston,MA,02110,42.3543549,-71.0575982
Faccia a Faccia,278 Newbury St ,,Boston,MA,02116,42.3490532,-71.0836528
Judy's Bay,279A Broadway ,,Cambridge,MA,02139,42.3681846,-71.0977632
The Oceanaire Seafood Room Boston,40 Court St ,,Boston,MA,02108,42.3589365,-71.0592762
Ledger,125 Washington St,,Salem,MA,01970,42.5210849,-70.8952268
Lee Yang,14 Regency Ridge ,,Andover,MA,01819,42.6191689,-71.1362606
Longwood Events The State Room,60 State St ,,Boston,MA,02109,42.3596782,-71.056579
The Tower,101 Arlington St  ,,Boston,MA,02116,42.3497291,-71.0700105
John Mantia and Sons 32 Boston Fish Pier,32 Boston Fish Pier,,Boston,MA,02210,42.3512984,-71.0381459
Marcelino's Seaport,2 Northern Ave,,Boston,MA,02210,42.3460118,-71.033847
Aloft Seaport Boston,401 - 403 D St,,Boston,MA,02210,42.343647,-71.0446391
Marriott Long Wharf Boston,296 State St ,,Boston,MA,02109,42.3602004,-71.0508524
Merai Bar,14 Harvard St,,Brookline,MA,12345,42.3356018,-71.1201942
Mida Fenway,1391 Boylston St ,,Boston,MA,02115,42.3466745,-71.092774
Milk Street Cafe,50 Milk St. ,,Boston,MA,02201,42.357074,-71.0575972
Giulia Restaurant,1682 Massachusetts Ave ,,Cambridge,MA,02138,42.3825203,-71.1199871
Pammy's,928 Massachusetts Ave ,,Cambridge,MA,02139,42.3684329,-71.1091866
Trade,540 Atlantic Ave ,,Boston,MA,02210,42.3536298,-71.0533088
Parlour,308 Harvard St ,,Brookline,MA,02446,42.3430265,-71.1233444
Patriot Seafoods Broadway fish and lobster Inc.,48 Broadway,,Salem,MA,01970,42.5054411,-70.8970101
Pazza on Porter,107 Porter St East ,,Boston,MA,02128,42.3730292,-71.0361066
Portside Fish Market,319 Tremont St,,Rehoboth,MA,"('', '', '')",41.901827,-71.2586384
Premier Chef Services Inc.,258 Edgartown Vineyard Haven Rd ,,Edgartown,MA,02539,41.3953677,-70.5313368
Premiere on Broadway,517 Broadway ,,Somerville,MA,02145,42.3890542,-71.0869114
Nightshade Noodle Bar,73 Exchange Street,,Lynn,MA,01901,42.4634841,-70.9427026
Sin City Superette,73 Exchange Street,,Lynn,MA,01901,42.4634841,-70.9427026
Sin City Sushi,73 Exchange Street,,Lynn,MA,01901,42.4634841,-70.9427026
Reds Best,13-15 Boston Fish Pier ,,Boston,MA,02210,42.3503962,-71.0385521
Alden & Harlow,40 Brattle St,,Cambridge,MA,02138,42.3736028,-71.1214022
Cambria Hotel Attn Josephine's,515 Somerville Ave ,,Somerville,MA,02143,42.3833517,-71.1058717
Scutra,92 Summer St ,,Arlington,MA,02174,42.4188138,-71.1577427
Seamark Seafood & Cocktails One Broadway ,1 Broadway ,,Everett,MA,02129,42.3952531,-71.0680074
The Smoke Shop - Assembly,325 Assembly Row,,Somerville,MA,02145,42.3923694,-71.0786416
New England Aquarium,1 Central Wharf ,,Boston,MA,01950,42.8122162,-70.8705475
Lincoln Tavern,425 W Broadway ,,South Boston,MA,02127,42.3362911,-71.0476187
Prairie Fire,242 Harvard St ,,Brookline,MA,02446,42.3412654,-71.1212342
Steel and Rye,95 Eliot St,,Milton,MA,02186,42.2699516,-71.072405
Stockyard Restaurant,135 Market St,,Brighton,MA,02135,42.3577603,-71.1485761
Straight Wharf,6 Harbor Square ,,Nantucket,MA,02554,41.2844802,-70.0956013
Straight Wharf Fish Store,4 Harbor Square ,,Nantucket,MA,02554,41.2843638,-70.0961308
Straight Wharf Market,6 Harbor Square ,,Nantucket,MA,02554,41.2844802,-70.0956013
Sunny's Seafood,1 Boston Fish Pier,,Boston,MA,02210,42.3498724,-71.038687
Sushico - delivery by,761 Beacon St ,,Newton,MA,02481,42.3278155,-71.2395405
Boston Public Library The Catered Affair,700 Boylston St,,Boston,MA,02116,42.3493298,-71.0786547
The Dial,907 Main St ,,Cambridge,MA,02238,42.3637133,-71.0995542
The Emory Boston,21 Beacon St,,Boston,MA,02108,42.3582087,-71.0623806
The Mercantile Restaurant,2 Mercantile St,,Worcester,MA,01608,42.2633322,-71.7983793
The Tower Bar,331 Great River Rd ,,Somerville,MA,02145,42.3958378,-71.0809268
Thyme and Honey,30 Mansfield St ,,Allston,MA,02134,42.3579732,-71.1313206
Toca Chida Casa Sociale,331 Great River Rd ,,Somerville,MA,02145,42.3958378,-71.0809268
Trillium,47 Farnsworth St,,Boston,MA,02210,42.3521823,-71.0475699
Troquet on South,107 South St ,,Boston,MA,02111,42.3514698,-71.0574217
Umami Inc,2372 Massachusetts Ave,,Cambridge,MA,02140,42.3967011,-71.1297354
Uncommon Feast,271 Western Ave ,,Lynn,MA,01904,42.4764212,-70.9501773
Urban Hearth,2263 Massachusetts Ave,,Cambridge,MA,02140,42.3944835,-71.1266995
Viale,502 Massachusetts Ave,,Cambridge,MA,02139,42.3639678,-71.1018523
Wequassett Resort and golf club,2173 MA-28,,Harwich,MA,02650,41.7229155,-69.9975575
Westin Boston Sauciety Restaurant,425 Summer St ,,Boston,MA,02210,42.3462734,-71.0431626
The Beehive CO SpyBar,541 Tremont St,,Boston,MA,02118,42.3443729,-71.0713814
Leybi L Lopez Sales,8 Seafood Way ,,Boston,MA,02210,42.3490175,-71.0311327
Chef Youji,32 Cambridge St ,,Charlestown,MA,02129,42.3822937,-71.0796643
